,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
687,NY,QUEENS,JAMAICA,JAMAICA HOSPITAL MEDICAL CENTER,"89TH AVENUE AND VAN WYCK EXPRESSWAY
JAMAICA, NY
(40.701412, -73.816302)",2,558,14,14482,2333054,620.73,537.52,0.53
688,NY,QUEENS,ELMHURST,ELMHURST HOSPITAL CENTER,"79-01 BROADWAY
ELMHURST, NY
(40.74434, -73.88598)",2,782,12,14482,2333054,620.73,537.52,0.53
689,NY,QUEENS,FLUSHING,FLUSHING HOSPITAL MEDICAL CENTER,"45TH AVENUE AND PARSONS BOULEVARD
FLUSHING, NY
(40.755636, -73.815645)",1,483,14,14482,2333054,620.73,537.52,0.53
690,NY,QUEENS,JAMAICA,QUEENS HOSPITAL CENTER,"82-68 164TH STREET
JAMAICA, NY
(40.71698, -73.803431)",2,723,11,14482,2333054,620.73,537.52,0.53
691,NY,QUEENS,FAR ROCKAWAY,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,"327 BEACH 19TH STREET
FAR ROCKAWAY, NY
(40.598675, -73.75268)",2,294,10,14482,2333054,620.73,537.52,0.53
692,NY,QUEENS,FLUSHING,NEW YORK-PRESBYTERIAN/QUEENS,"56-45 MAIN STREET
FLUSHING, NY
",3,4156,21,14482,2333054,620.73,537.52,0.53
693,NY,QUEENS,NEW HYDE PARK,LONG ISLAND JEWISH MEDICAL CENTER,"270 - 05 76TH AVENUE
NEW HYDE PARK, NY
",2,583,16,14482,2333054,620.73,537.52,0.53
694,NY,NEW YORK,NEW YORK,MOUNT SINAI WEST,"1000 TENTH AVENUE
NEW YORK, NY
(40.770129, -73.987846)",2,554,16,9916,1643734,603.26,505.83,0.36
695,NY,NEW YORK,NEW YORK,LENOX HILL HOSPITAL,"100 EAST 77TH STREET
NEW YORK, NY
(40.773964, -73.960611)",3,666,20,9916,1643734,603.26,505.83,0.36
696,NY,NEW YORK,NEW YORK,NEW YORK-PRESBYTERIAN HOSPITAL,"525 EAST 68TH STREET
NEW YORK, NY
(40.76415, -73.954335)",3,1678,19,9916,1643734,603.26,505.83,0.36
697,NY,NEW YORK,NEW YORK,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,"FIRST AVENUE AT 16TH STREET
NEW YORK, NY
(40.732665, -73.9816)",2,458,15,9916,1643734,603.26,505.83,0.36
698,NY,NEW YORK,NEW YORK,METROPOLITAN HOSPITAL CENTER,"1901 FIRST AVENUE
NEW YORK, NY
(40.78472, -73.943636)",2,446,9,9916,1643734,603.26,505.83,0.36
699,NY,NEW YORK,NEW YORK,BELLEVUE HOSPITAL CENTER,"462 FIRST AVENUE
NEW YORK, NY
(40.740079, -73.97625)",2,1059,11,9916,1643734,603.26,505.83,0.36
700,NY,NEW YORK,NEW YORK,NYU LANGONE HOSPITALS,"550 FIRST AVENUE
NEW YORK, NY
(40.74226, -73.974661)",3,3351,22,9916,1643734,603.26,505.83,0.36
701,NY,NEW YORK,NEW YORK,HARLEM HOSPITAL CENTER,"506 LENOX AVENUE
NEW YORK, NY
(40.814482, -73.940495)",1,537,8,9916,1643734,603.26,505.83,0.36
702,NY,NEW YORK,NEW YORK,HOSPITAL FOR SPECIAL SURGERY,"535 EAST 70TH STREET
NEW YORK, NY
(40.764866, -73.953128)",4,1889,47,9916,1643734,603.26,505.83,0.36
703,NY,NEW YORK,NEW YORK,MOUNT SINAI HOSPITAL,"ONE GUSTAVE L LEVY PLACE
NEW YORK, NY
",3,1090,17,9916,1643734,603.26,505.83,0.36
704,NY,SUFFOLK,BAY SHORE,SOUTHSIDE HOSPITAL,"301 EAST MAIN STREET
BAY SHORE, NY
(40.724858, -73.240889)",2,696,23,12467,1492583,835.26,666.39,0.45
705,NY,SUFFOLK,HUNTINGTON,HUNTINGTON HOSPITAL,"270 PARK AVENUE
HUNTINGTON, NY
(40.879201, -73.417488)",3,519,26,12467,1492583,835.26,666.39,0.45
706,NY,SUFFOLK,GREENPORT,EASTERN LONG ISLAND HOSPITAL,"201 MANOR PLACE
GREENPORT, NY
(41.110951, -72.361459)",3,139,34,12467,1492583,835.26,666.39,0.45
707,NY,SUFFOLK,RIVERHEAD,PECONIC BAY MEDICAL CENTER,"1300 ROANOKE AVENUE
RIVERHEAD, NY
(40.933577, -72.674317)",3,574,21,12467,1492583,835.26,666.39,0.45
708,NY,SUFFOLK,PATCHOGUE,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,"101 HOSPITAL ROAD
PATCHOGUE, NY
(40.779337, -72.978147)",1,995,20,12467,1492583,835.26,666.39,0.45
709,NY,SUFFOLK,PORT JEFFERSON,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"75 NORTH COUNTRY ROAD
PORT JEFFERSON, NY
(40.938249, -73.052951)",4,871,24,12467,1492583,835.26,666.39,0.45
710,NY,SUFFOLK,PORT JEFFERSON,ST CHARLES HOSPITAL,"200 BELLE TERRE ROAD
PORT JEFFERSON, NY
(40.947392, -73.059832)",3,835,26,12467,1492583,835.26,666.39,0.45
711,NY,SUFFOLK,WEST ISLIP,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,"1000 MONTAUK HIGHWAY
WEST ISLIP, NY
(40.696807, -73.286321)",2,2115,22,12467,1492583,835.26,666.39,0.45
712,NY,SUFFOLK,SMITHTOWN,ST CATHERINE OF SIENA HOSPITAL,"50 ROUTE 25A
SMITHTOWN, NY
(40.867592, -73.220142)",2,1121,25,12467,1492583,835.26,666.39,0.45
713,NY,SUFFOLK,SOUTHAMPTON,UNIVERSITY HOSPITAL -  STONY BROOK SOUTHAMPTON,"240 MEETING HOUSE LANE
SOUTHAMPTON, NY
(40.885734, -72.380983)",2,327,25,12467,1492583,835.26,666.39,0.45
714,NY,SUFFOLK,STONY BROOK,UNIVERSITY HOSPITAL AT STONY BROOK,"HEALTH SCIENCES CENTER SUNY
STONY BROOK, NY
",2,1921,25,12467,1492583,835.26,666.39,0.45
715,NY,KINGS,BROOKLYN,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY
BROOKLYN, NY
(40.613783, -73.948321)",2,882,16,15940,2629150,606.28,590.57,0.58
716,NY,KINGS,BROOKLYN,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,"121 DEKALB AVENUE
BROOKLYN, NY
(40.689785, -73.9774)",2,577,10,15940,2629150,606.28,590.57,0.58
717,NY,KINGS,BROOKLYN,MAIMONIDES MEDICAL CENTER,"4802 TENTH AVENUE
BROOKLYN, NY
(40.63908, -73.998668)",1,751,17,15940,2629150,606.28,590.57,0.58
718,NY,KINGS,BROOKLYN,CONEY ISLAND HOSPITAL,"2601 OCEAN PARKWAY
BROOKLYN, NY
(40.58494, -73.966285)",1,655,12,15940,2629150,606.28,590.57,0.58
719,NY,KINGS,BROOKLYN,KINGS COUNTY HOSPITAL CENTER,"451 CLARKSON AVENUE
BROOKLYN, NY
(40.655773, -73.944039)",1,768,9,15940,2629150,606.28,590.57,0.58
720,NY,KINGS,BROOKLYN,KINGSBROOK JEWISH MEDICAL CENTER,"585 SCHENECTADY AVENUE
BROOKLYN, NY
(40.658929, -73.934072)",2,521,10,15940,2629150,606.28,590.57,0.58
721,NY,KINGS,BROOKLYN,WYCKOFF HEIGHTS MEDICAL CENTER,"374 STOCKHOLM STREET
BROOKLYN, NY
(40.704699, -73.917648)",1,330,8,15940,2629150,606.28,590.57,0.58
722,NY,KINGS,BROOKLYN,BROOKDALE HOSPITAL MEDICAL CENTER,"1 BROOKDALE PLAZA
BROOKLYN, NY
(40.6545, -73.91275)",1,872,10,15940,2629150,606.28,590.57,0.58
723,NY,KINGS,BROOKLYN,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,"506 SIXTH STREET
BROOKLYN, NY
(40.668263, -73.979141)",2,1386,16,15940,2629150,606.28,590.57,0.58
724,NY,KINGS,BROOKLYN,INTERFAITH MEDICAL CENTER,"1545 ATLANTIC AVENUE
BROOKLYN, NY
(40.677866, -73.937154)",1,443,16,15940,2629150,606.28,590.57,0.58
725,NY,KINGS,BROOKLYN,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),"445 LENOX ROAD
BROOKLYN, NY
(40.654457, -73.94516)",1,305,8,15940,2629150,606.28,590.57,0.58
726,NY,KINGS,BROOKLYN,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"760 BROADWAY
BROOKLYN, NY
(40.700512, -73.941557)",1,512,9,15940,2629150,606.28,590.57,0.58
727,NY,ONEIDA,UTICA,FAXTON-ST LUKE'S HEALTHCARE,"1656 CHAMPLIN AVENUE
UTICA, NY
(43.095687, -75.274291)",3,556,22,2507,231190,1084.39,758.52,0.09
728,NY,ONEIDA,ROME,"ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET
ROME, NY
(43.228954, -75.444248)",3,436,24,2507,231190,1084.39,758.52,0.09
729,NY,ONEIDA,UTICA,ST ELIZABETH MEDICAL CENTER,"2209 GENESEE STREET
UTICA, NY
(43.083646, -75.267158)",3,592,32,2507,231190,1084.39,758.52,0.09
730,NY,RICHMOND,STATEN ISLAND,RICHMOND UNIVERSITY MEDICAL CENTER,"355 BARD AVENUE
STATEN ISLAND, NY
(40.63551, -74.106693)",2,605,16,3710,476015,779.39,662.38,0.14
731,NY,RICHMOND,STATEN ISLAND,STATEN ISLAND UNIVERSITY HOSPITAL,"475 SEAVIEW AVENUE
STATEN ISLAND, NY
(40.584082, -74.087013)",2,465,21,3710,476015,779.39,662.38,0.14
732,NY,FRANKLIN,MALONE,ALICE HYDE MEDICAL CENTER,"133 PARK STREET
MALONE, NY
(44.856658, -74.29193)",3,256,25,455,50409,902.62,761.15,0.02
733,NY,FRANKLIN,SARANAC LAKE,ADIRONDACK MEDICAL CENTER,"2233 STATE ROUTE 86
SARANAC LAKE, NY
(44.344548, -74.144597)",4,552,30,455,50409,902.62,761.15,0.02
734,NY,MONTGOMERY,AMSTERDAM,ST MARY'S HOSPITAL AT AMSTERDAM,"427 GUY PARK AVENUE
AMSTERDAM, NY
(42.953648, -74.216041)",3,926,35,580,49276,1177.04,804.1,0.02
735,NY,GENESEE,BATAVIA,UNITED MEMORIAL MEDICAL CENTER,"127 NORTH STREET
BATAVIA, NY
(43.003997, -78.177592)",3,591,30,609,58482,1041.35,743.88,0.02
736,NY,COLUMBIA,HUDSON,COLUMBIA MEMORIAL HOSPITAL,"71 PROSPECT AVENUE
HUDSON, NY
(42.246254, -73.776128)",2,546,23,668,60989,1095.28,692,0.02
737,NY,ALLEGANY,WELLSVILLE,JONES MEMORIAL HOSPITAL,"191 NORTH MAIN STREET
WELLSVILLE, NY
(42.122878, -77.949784)",3,313,27,467,47077,991.99,764.73,0.02
738,NY,NIAGARA,NIAGARA FALLS,NIAGARA FALLS MEMORIAL MEDICAL CENTER,"621 TENTH STREET
NIAGARA FALLS, NY
(43.093433, -79.050429)",2,558,21,2441,211758,1152.73,830.35,0.09
739,NY,NIAGARA,LOCKPORT,EASTERN NIAGARA HOSPITAL,"521 EAST AVENUE
LOCKPORT, NY
(43.17638, -78.671075)",2,629,24,2441,211758,1152.73,830.35,0.09
740,NY,NIAGARA,LEWISTON,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,"5300 MILITARY ROAD
LEWISTON, NY
(43.154652, -79.030462)",3,594,29,2441,211758,1152.73,830.35,0.09
741,FL,DUVAL,JACKSONVILLE,ST VINCENT'S MEDICAL CENTER RIVERSIDE,"1 SHIRCLIFF WAY
JACKSONVILLE, FL
(30.307891, -81.689154)",3,3640,35,8064,926255,870.6,827.44,0.29
742,FL,DUVAL,JACKSONVILLE,UF HEALTH JACKSONVILLE,"655 W 8TH ST
JACKSONVILLE, FL
(30.346799, -81.664228)",3,3052,28,8064,926255,870.6,827.44,0.29
743,FL,DUVAL,JACKSONVILLE,BAPTIST MEDICAL CENTER JACKSONVILLE,"800 PRUDENTIAL DR
JACKSONVILLE, FL
(30.316284, -81.663609)",4,138,21,8064,926255,870.6,827.44,0.29
744,FL,DUVAL,JACKSONVILLE BEACH,BAPTIST MEDICAL CENTER - BEACHES,"1350 13TH AVE S
JACKSONVILLE BEACH, FL
(30.274527, -81.399469)",3,525,23,8064,926255,870.6,827.44,0.29
745,FL,DUVAL,JACKSONVILLE,MEMORIAL HOSPITAL JACKSONVILLE,"3625 UNIVERSITY BLVD S
JACKSONVILLE, FL
(30.287633, -81.602405)",2,2254,17,8064,926255,870.6,827.44,0.29
746,FL,DUVAL,JACKSONVILLE,MAYO CLINIC,"4500 SAN PABLO RD
JACKSONVILLE, FL
(30.263702, -81.437533)",4,470,30,8064,926255,870.6,827.44,0.29
747,FL,DUVAL,JACKSONVILLE,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,"4201 BELFORT RD
JACKSONVILLE, FL
(30.253096, -81.584126)",3,2416,33,8064,926255,870.6,827.44,0.29
748,NY,ONTARIO,CANANDAIGUA,F F THOMPSON HOSPITAL,"350 PARRISH STREET
CANANDAIGUA, NY
(42.875591, -77.288198)",3,865,31,1107,109828,1007.94,718.27,0.04
749,NY,ONTARIO,CLIFTON SPRINGS,CLIFTON SPRINGS HOSPITAL AND CLINIC,"2 COULTER ROAD
CLIFTON SPRINGS, NY
(42.960473, -77.139252)",3,324,32,1107,109828,1007.94,718.27,0.04
750,NY,ONTARIO,GENEVA,GENEVA GENERAL HOSPITAL,"196 -198 NORTH STREET
GENEVA, NY
",3,915,36,1107,109828,1007.94,718.27,0.04
751,NY,CHEMUNG,ELMIRA,ARNOT OGDEN MEDICAL CENTER,"600 ROE AVENUE
ELMIRA, NY
(42.099256, -76.826668)",3,674,28,942,86322,1091.26,788.83,0.03
752,NY,ONONDAGA,SYRACUSE,ST JOSEPH'S HOSPITAL HEALTH CENTER,"301 PROSPECT AVENUE
SYRACUSE, NY
(43.055589, -76.149176)",3,2842,28,4441,466194,952.61,738.06,0.16
753,NY,ONONDAGA,SYRACUSE,CROUSE HOSPITAL,"736 IRVING AVENUE
SYRACUSE, NY
(43.041666, -76.137853)",2,1075,31,4441,466194,952.61,738.06,0.16
754,NY,ONONDAGA,SYRACUSE,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,"750 EAST ADAMS STREET
SYRACUSE, NY
(43.042677, -76.139323)",2,614,24,4441,466194,952.61,738.06,0.16
755,NY,ROCKLAND,NYACK,NYACK HOSPITAL,"160 NORTH MIDLAND AVENUE
NYACK, NY
(41.095251, -73.925253)",2,476,16,2265,326780,693.13,565.63,0.08
756,NY,ROCKLAND,SUFFERN,GOOD SAMARITAN HOSPITAL OF SUFFERN,"255 LAFAYETTE AVENUE
SUFFERN, NY
(41.112389, -74.136248)",2,500,21,2265,326780,693.13,565.63,0.08
757,FL,OKALOOSA,NICEVILLE,TWIN CITIES HOSPITAL,"2190 HWY 85 N
NICEVILLE, FL
",4,349,25,1737,201170,863.45,752.52,0.06
758,FL,OKALOOSA,CRESTVIEW,NORTH OKALOOSA MEDICAL CENTER,"151 REDSTONE AVE SE
CRESTVIEW, FL
(30.737062, -86.565982)",3,662,27,1737,201170,863.45,752.52,0.06
759,FL,OKALOOSA,FORT WALTON BEACH,FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR
FORT WALTON BEACH, FL
(30.454676, -86.632069)",3,1131,20,1737,201170,863.45,752.52,0.06
760,NY,ORANGE,PORT JERVIS,BON SECOURS COMMUNITY HOSPITAL,"160 EAST MAIN STREET
PORT JERVIS, NY
(41.367911, -74.682564)",3,303,19,2768,379210,729.94,700.87,0.1
761,NY,ORANGE,MIDDLETOWN,ORANGE REGIONAL MEDICAL CENTER,"707 EAST MAIN STREET
MIDDLETOWN, NY
(41.439962, -74.369415)",3,738,21,2768,379210,729.94,700.87,0.1
762,NY,ORANGE,WARWICK,ST ANTHONY COMMUNITY HOSPITAL,"15 - 19 MAPLE AVENUE
WARWICK, NY
(41.261094, -74.356945)",4,336,29,2768,379210,729.94,700.87,0.1
763,NY,ORANGE,NEWBURGH,ST LUKE'S CORNWALL HOSPITAL,"70 DUBOIS STREET
NEWBURGH, NY
(41.503744, -74.015176)",2,948,18,2768,379210,729.94,700.87,0.1
764,NY,MONROE,ROCHESTER,ROCHESTER GENERAL HOSPITAL,"1425 PORTLAND AVENUE
ROCHESTER, NY
(43.192542, -77.584424)",3,3303,27,6617,747727,884.95,678.65,0.24
765,NY,MONROE,ROCHESTER,HIGHLAND HOSPITAL,"1000 SOUTH AVENUE
ROCHESTER, NY
(43.135955, -77.607556)",3,1729,29,6617,747727,884.95,678.65,0.24
766,NY,MONROE,ROCHESTER,UNITY HOSPITAL OF ROCHESTER,"1555 LONG POND ROAD
ROCHESTER, NY
(43.191527, -77.701464)",3,1792,32,6617,747727,884.95,678.65,0.24
767,NY,MONROE,ROCHESTER,STRONG MEMORIAL HOSPITAL,"601 ELMWOOD AVE
ROCHESTER, NY
(43.124394, -77.623692)",3,1032,28,6617,747727,884.95,678.65,0.24
768,NY,CHAUTAUQUA,IRVING,TLC HEALTH NETWORK,"845 ROUTES 5 AND 20
IRVING, NY
(42.559416, -79.12704)",4,102,31,1566,129504,1209.23,847.13,0.06
769,NY,CHAUTAUQUA,JAMESTOWN,UPMC CHAUTAUQUA WCA,"207 FOOTE AVENUE
JAMESTOWN, NY
(42.091237, -79.23295)",2,698,18,1566,129504,1209.23,847.13,0.06
770,NY,CHAUTAUQUA,DUNKIRK,BROOKS MEMORIAL HOSPITAL,"529 CENTRAL AVENUE
DUNKIRK, NY
(42.480106, -79.333617)",3,408,30,1566,129504,1209.23,847.13,0.06
771,NY,MADISON,ONEIDA,ONEIDA HEALTHCARE,"321 GENESEE STREET
ONEIDA, NY
(43.078755, -75.654264)",4,318,29,625,71329,876.22,695.61,0.02
772,NY,MADISON,HAMILTON,"COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET
HAMILTON, NY
(42.813906, -75.541908)",4,496,51,625,71329,876.22,695.61,0.02
773,NY,CATTARAUGUS,OLEAN,OLEAN GENERAL HOSPITAL,"515 MAIN STREET
OLEAN, NY
(42.089448, -78.426977)",2,575,26,792,77677,1019.61,769.19,0.03
774,NY,RENSSELAER,TROY,SAMARITAN HOSPITAL,"2215 BURDETT AVENUE
TROY, NY
(42.733632, -73.671369)",2,1333,25,1484,160070,927.09,758.25,0.05
775,NY,CORTLAND,CORTLAND,"CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE
CORTLAND, NY
(42.608997, -76.186117)",2,453,22,457,48070,950.7,788.44,0.02
776,NY,SCHENECTADY,SCHENECTADY,ELLIS HOSPITAL,"1101 NOTT STREET
SCHENECTADY, NY
(42.819818, -73.918883)",2,565,25,1520,154553,983.48,724.58,0.06
777,NY,JEFFERSON,WATERTOWN,SAMARITAN MEDICAL CENTER,"830 WASHINGTON STREET
WATERTOWN, NY
(43.96489, -75.912761)",3,646,26,855,114006,749.96,736.62,0.03
778,NY,JEFFERSON,CARTHAGE,"CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET
CARTHAGE, NY
(43.986162, -75.594861)",3,152,20,855,114006,749.96,736.62,0.03
779,NY,STEUBEN,HORNELL,ST JAMES MERCY HOSPITAL,"411 CANISTEO STREET
HORNELL, NY
(42.314575, -77.660142)",3,165,31,1000,96940,1031.57,752.05,0.04
780,NY,STEUBEN,CORNING,CORNING HOSPITAL,"1 GUTHRIE DRIVE
CORNING, NY
(42.136107, -76.969841)",3,589,26,1000,96940,1031.57,752.05,0.04
781,FL,POLK,DAVENPORT,HEART OF FLORIDA REGIONAL MEDICAL CENTER,"40100 US HWY 27 N
DAVENPORT, FL
",2,671,27,6699,666149,1005.63,739.54,0.24
782,FL,POLK,WINTER HAVEN,WINTER HAVEN HOSPITAL,"200 AVE F NE
WINTER HAVEN, FL
(28.027669, -81.726746)",3,2929,25,6699,666149,1005.63,739.54,0.24
783,FL,POLK,LAKE WALES,LAKE WALES MEDICAL CENTER,"410 S 11TH ST
LAKE WALES, FL
(27.896327, -81.564668)",2,747,27,6699,666149,1005.63,739.54,0.24
784,FL,POLK,BARTOW,BARTOW REGIONAL MEDICAL CENTER,"2200 OSPREY BLVD
BARTOW, FL
(27.919146, -81.846254)",3,543,23,6699,666149,1005.63,739.54,0.24
785,FL,POLK,LAKELAND,LAKELAND REGIONAL MEDICAL CENTER,"1324 LAKELAND HILLS BLVD
LAKELAND, FL
(28.059671, -81.953248)",2,5819,23,6699,666149,1005.63,739.54,0.24
786,NY,WARREN,GLENS FALLS,GLENS FALLS HOSPITAL,"100 PARK STREET
GLENS FALLS, NY
(43.308335, -73.644551)",3,2251,28,699,64567,1082.6,711.75,0.03
787,NY,SARATOGA,SARATOGA SPRINGS,SARATOGA HOSPITAL,"211 CHURCH STREET
SARATOGA SPRINGS, NY
(43.084794, -73.796223)",4,614,34,1876,227053,826.24,656.2,0.07
788,NY,LIVINGSTON,DANSVILLE,NICHOLAS H NOYES MEMORIAL HOSPITAL,"111 CLARA BARTON STREET
DANSVILLE, NY
(42.55213, -77.700356)",3,412,28,540,64257,840.38,667.67,0.02
789,NY,OSWEGO,OSWEGO,OSWEGO HOSPITAL,"110 WEST SIXTH STREET
OSWEGO, NY
(43.454141, -76.516001)",4,311,25,1068,118987,897.58,780.9,0.04
790,FL,MIAMI-DADE,CORAL GABLES,CORAL GABLES HOSPITAL,"3100 DOUGLAS RD
CORAL GABLES, FL
",3,628,25,20277,2712945,747.42,588.64,0.74
791,FL,MIAMI-DADE,MIAMI,KENDALL REGIONAL MEDICAL CENTER,"11750 BIRD RD
MIAMI, FL
",2,1145,22,20277,2712945,747.42,588.64,0.74
792,FL,MIAMI-DADE,MIAMI,BAPTIST HOSPITAL OF MIAMI,"8900 N KENDALL DR
MIAMI, FL
(25.687781, -80.339086)",3,412,18,20277,2712945,747.42,588.64,0.74
793,FL,MIAMI-DADE,MIAMI,UMHC-UHEALTH TOWER,"1450 NW 10 AVENUE DRIVE
MIAMI, FL
(25.789084, -80.211053)",2,2353,16,20277,2712945,747.42,588.64,0.74
794,FL,MIAMI-DADE,MIAMI,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVE
MIAMI, FL
(25.790612, -80.214945)",2,9417,25,20277,2712945,747.42,588.64,0.74
795,FL,MIAMI-DADE,MIAMI BEACH,MOUNT SINAI MEDICAL CENTER,"4300 ALTON RD
MIAMI BEACH, FL
(25.815045, -80.137939)",2,2982,19,20277,2712945,747.42,588.64,0.74
796,FL,MIAMI-DADE,MIAMI,NORTH SHORE MEDICAL CENTER,"1100 NW 95TH ST
MIAMI, FL
(25.861658, -80.214656)",2,1023,25,20277,2712945,747.42,588.64,0.74
797,FL,MIAMI-DADE,HIALEAH,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,"1475 W 49TH ST
HIALEAH, FL
(25.866662, -80.312165)",2,166,8,20277,2712945,747.42,588.64,0.74
798,FL,MIAMI-DADE,HIALEAH,HIALEAH HOSPITAL,"651 E 25TH ST
HIALEAH, FL
(25.844931, -80.268881)",2,636,26,20277,2712945,747.42,588.64,0.74
799,FL,MIAMI-DADE,HOMESTEAD,HOMESTEAD HOSPITAL,"975 BAPTIST WAY
HOMESTEAD, FL
(25.477839, -80.430371)",3,272,10,20277,2712945,747.42,588.64,0.74
800,FL,MIAMI-DADE,AVENTURA,AVENTURA HOSPITAL AND MEDICAL CENTER,"20900 BISCAYNE BLVD
AVENTURA, FL
(25.969859, -80.144257)",2,1248,20,20277,2712945,747.42,588.64,0.74
801,FL,MIAMI-DADE,HIALEAH,PALMETTO GENERAL HOSPITAL,"2001 W 68TH ST
HIALEAH, FL
(25.884168, -80.324568)",3,507,27,20277,2712945,747.42,588.64,0.74
802,FL,MIAMI-DADE,SOUTH MIAMI,SOUTH MIAMI HOSPITAL,"6200 SW 73RD ST
SOUTH MIAMI, FL
(25.703051, -80.293367)",4,279,17,20277,2712945,747.42,588.64,0.74
803,FL,MIAMI-DADE,SOUTH MIAMI,LARKIN COMMUNITY HOSPITAL,"7031 SW 62ND AVE
SOUTH MIAMI, FL
(25.705493, -80.293469)",2,157,14,20277,2712945,747.42,588.64,0.74
804,FL,MIAMI-DADE,MIAMI,WESTCHESTER GENERAL HOSPITAL,"2500 SW 75TH AVE
MIAMI, FL
(25.74804, -80.317224)",3,262,18,20277,2712945,747.42,588.64,0.74
805,FL,MIAMI-DADE,CORAL GABLES,DOCTORS HOSPITAL,"5000 UNIVERSITY DR
CORAL GABLES, FL
(25.724611, -80.273181)",3,301,22,20277,2712945,747.42,588.64,0.74
806,FL,MIAMI-DADE,MIAMI,WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE
MIAMI, FL
(25.679344, -80.456967)",4,259,15,20277,2712945,747.42,588.64,0.74
807,FL,ALACHUA,GAINESVILLE,NORTH FLORIDA REGIONAL MEDICAL CENTER,"6500 NEWBERRY RD
GAINESVILLE, FL
",3,2362,23,1946,263496,738.53,727.27,0.07
808,FL,ALACHUA,GAINESVILLE,UF HEALTH SHANDS HOSPITAL,"1600 SW ARCHER RD
GAINESVILLE, FL
(29.639223, -82.343325)",3,3521,19,1946,263496,738.53,727.27,0.07
809,NY,CAYUGA,AUBURN,AUBURN  COMMUNITY  HOSPITAL,"17 LANSING STREET
AUBURN, NY
(42.940761, -76.564607)",2,398,26,764,77861,981.24,702.38,0.03
810,NY,TOMPKINS,ITHACA,CAYUGA MEDICAL CENTER AT ITHACA,"101 DATES DRIVE
ITHACA, NY
(42.467096, -76.538808)",4,482,27,712,104871,678.93,682.51,0.03
811,NY,FULTON,GLOVERSVILLE,NATHAN LITTAUER HOSPITAL,"99 EAST STATE STREET
GLOVERSVILLE, NY
(43.068029, -74.330817)",3,382,23,615,53828,1142.53,805.61,0.02
812,FL,LEE,FORT MYERS,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,"13681 DOCTORS WAY
FORT MYERS, FL
(26.543016, -81.848589)",3,3681,29,6949,722336,962.02,559.33,0.25
813,FL,LEE,CAPE CORAL,CAPE CORAL HOSPITAL,"636 DEL PRADO BLVD
CAPE CORAL, FL
",2,2711,29,6949,722336,962.02,559.33,0.25
814,FL,LEE,FORT MYERS,LEE MEMORIAL HOSPITAL,"2776 CLEVELAND AVE
FORT MYERS, FL
(26.626924, -81.872295)",3,5286,27,6949,722336,962.02,559.33,0.25
815,FL,LEE,LEHIGH ACRES,LEHIGH REGIONAL MEDICAL CENTER,"1500 LEE BLVD
LEHIGH ACRES, FL
(26.614318, -81.658427)",2,408,21,6949,722336,962.02,559.33,0.25
816,FL,BROWARD,TAMARAC,UNIVERSITY HOSPITAL AND MEDICAL CENTER,"7201 N UNIVERSITY DR
TAMARAC, FL
(26.211385, -80.252543)",2,1108,19,15282,1909632,800.26,627.08,0.56
817,FL,BROWARD,HOLLYWOOD,MEMORIAL REGIONAL HOSPITAL,"3501 JOHNSON ST
HOLLYWOOD, FL
(26.018262, -80.178865)",3,2713,16,15282,1909632,800.26,627.08,0.56
818,FL,BROWARD,FORT LAUDERDALE,HOLY CROSS HOSPITAL,"4725 N FEDERAL HWY
FORT LAUDERDALE, FL
(26.185378, -80.117659)",3,1311,29,15282,1909632,800.26,627.08,0.56
819,FL,BROWARD,FORT LAUDERDALE,BROWARD HEALTH MEDICAL CENTER,"1600 S ANDREWS AVE
FORT LAUDERDALE, FL
(26.101975, -80.14231)",2,1900,13,15282,1909632,800.26,627.08,0.56
